Entity,Code,Date, (cases),Number of days since the 100th confirmed case (days)
Africa,,1-Feb-20,0,
Africa,,2-Feb-20,0,
Africa,,3-Feb-20,0,
Africa,,4-Feb-20,0,
Africa,,5-Feb-20,0,
Africa,,6-Feb-20,0,
Africa,,7-Feb-20,0,
Africa,,8-Feb-20,0,
Africa,,9-Feb-20,0,
Africa,,10-Feb-20,0,
Africa,,11-Feb-20,0,
Africa,,12-Feb-20,0,
Africa,,13-Feb-20,0,
Africa,,14-Feb-20,0,
Africa,,15-Feb-20,1,
Africa,,16-Feb-20,1,
Africa,,17-Feb-20,1,
Africa,,18-Feb-20,1,
Africa,,19-Feb-20,1,
Africa,,20-Feb-20,1,
Africa,,21-Feb-20,1,
Africa,,22-Feb-20,1,
Africa,,23-Feb-20,1,
Africa,,24-Feb-20,1,
Africa,,25-Feb-20,1,
Africa,,26-Feb-20,2,
Africa,,27-Feb-20,2,
Africa,,28-Feb-20,3,
Africa,,29-Feb-20,3,
Africa,,1-Mar-20,3,
Africa,,2-Mar-20,6,
Africa,,3-Mar-20,9,
Africa,,4-Mar-20,11,
Africa,,5-Mar-20,20,
Africa,,6-Mar-20,29,
Africa,,7-Mar-20,43,
Africa,,8-Mar-20,44,
Africa,,9-Mar-20,83,
Africa,,10-Mar-20,95,
Africa,,11-Mar-20,105,0
Africa,,12-Mar-20,118,1
Africa,,13-Mar-20,158,2
Africa,,14-Mar-20,202,3
Africa,,15-Mar-20,239,4
Africa,,16-Mar-20,324,5
Africa,,17-Mar-20,404,6
Africa,,18-Mar-20,494,7
Africa,,19-Mar-20,634,8
Africa,,20-Mar-20,736,9
Africa,,21-Mar-20,967,10
Africa,,22-Mar-20,1131,11
Africa,,23-Mar-20,1290,12
Africa,,24-Mar-20,1697,13
Africa,,25-Mar-20,2170,14
Africa,,26-Mar-20,2652,15
Africa,,27-Mar-20,3216,16
Africa,,28-Mar-20,3700,17
Africa,,29-Mar-20,4079,18
Africa,,30-Mar-20,4572,19
Africa,,31-Mar-20,5064,20
Africa,,1-Apr-20,5494,21
Africa,,2-Apr-20,6248,22
Africa,,3-Apr-20,6744,23
Africa,,4-Apr-20,7323,24
Africa,,5-Apr-20,8489,25
Africa,,6-Apr-20,9175,26
Africa,,7-Apr-20,9802,27
Africa,,8-Apr-20,10524,28
Africa,,9-Apr-20,11446,29
Africa,,10-Apr-20,12280,30
Africa,,11-Apr-20,12952,31
Africa,,12-Apr-20,13666,32
Africa,,13-Apr-20,14522,33
Africa,,14-Apr-20,15291,34
Africa,,15-Apr-20,16281,35
Albania,ALB,9-Mar-20,2,
Albania,ALB,10-Mar-20,6,
Albania,ALB,11-Mar-20,10,
Albania,ALB,12-Mar-20,11,
Albania,ALB,13-Mar-20,23,
Albania,ALB,14-Mar-20,33,
Albania,ALB,15-Mar-20,38,
Albania,ALB,16-Mar-20,42,
Albania,ALB,17-Mar-20,51,
Albania,ALB,18-Mar-20,55,
Albania,ALB,19-Mar-20,59,
Albania,ALB,20-Mar-20,70,
Albania,ALB,21-Mar-20,70,
Albania,ALB,22-Mar-20,76,
Albania,ALB,23-Mar-20,89,
Albania,ALB,24-Mar-20,100,0
Albania,ALB,25-Mar-20,123,1
Albania,ALB,26-Mar-20,146,2
Albania,ALB,27-Mar-20,174,3
Albania,ALB,28-Mar-20,186,4
Albania,ALB,29-Mar-20,197,5
Albania,ALB,30-Mar-20,212,6
Albania,ALB,31-Mar-20,223,7
Albania,ALB,1-Apr-20,243,8
Albania,ALB,2-Apr-20,259,9
Albania,ALB,3-Apr-20,277,10
Albania,ALB,4-Apr-20,304,11
Albania,ALB,5-Apr-20,333,12
Albania,ALB,6-Apr-20,361,13
Albania,ALB,7-Apr-20,377,14
Albania,ALB,8-Apr-20,383,15
Albania,ALB,9-Apr-20,400,16
Albania,ALB,10-Apr-20,409,17
Albania,ALB,11-Apr-20,416,18
Albania,ALB,12-Apr-20,433,19
Albania,ALB,13-Apr-20,446,20
Albania,ALB,14-Apr-20,467,21
Albania,ALB,15-Apr-20,475,22
Algeria,DZA,31-Dec-19,0,
Algeria,DZA,1-Jan-20,0,
Algeria,DZA,2-Jan-20,0,
Algeria,DZA,3-Jan-20,0,
Algeria,DZA,4-Jan-20,0,
Algeria,DZA,5-Jan-20,0,
Algeria,DZA,6-Jan-20,0,
Algeria,DZA,7-Jan-20,0,
Algeria,DZA,8-Jan-20,0,
Algeria,DZA,9-Jan-20,0,
Algeria,DZA,10-Jan-20,0,
Algeria,DZA,11-Jan-20,0,
Algeria,DZA,12-Jan-20,0,
Algeria,DZA,13-Jan-20,0,
Algeria,DZA,14-Jan-20,0,
Algeria,DZA,15-Jan-20,0,
Algeria,DZA,16-Jan-20,0,
Algeria,DZA,17-Jan-20,0,
Algeria,DZA,18-Jan-20,0,
Algeria,DZA,19-Jan-20,0,
Algeria,DZA,20-Jan-20,0,
Algeria,DZA,21-Jan-20,0,
Algeria,DZA,22-Jan-20,0,
Algeria,DZA,23-Jan-20,0,
Algeria,DZA,24-Jan-20,0,
Algeria,DZA,25-Jan-20,0,
Algeria,DZA,26-Jan-20,0,
Algeria,DZA,27-Jan-20,0,
Algeria,DZA,28-Jan-20,0,
Algeria,DZA,29-Jan-20,0,
Algeria,DZA,30-Jan-20,0,
Algeria,DZA,31-Jan-20,0,
Algeria,DZA,1-Feb-20,0,
Algeria,DZA,2-Feb-20,0,
Algeria,DZA,3-Feb-20,0,
Algeria,DZA,4-Feb-20,0,
Algeria,DZA,5-Feb-20,0,
Algeria,DZA,6-Feb-20,0,
Algeria,DZA,7-Feb-20,0,
Algeria,DZA,8-Feb-20,0,
Algeria,DZA,9-Feb-20,0,
Algeria,DZA,10-Feb-20,0,
Algeria,DZA,11-Feb-20,0,
Algeria,DZA,12-Feb-20,0,
Algeria,DZA,13-Feb-20,0,
Algeria,DZA,14-Feb-20,0,
Algeria,DZA,15-Feb-20,0,
Algeria,DZA,16-Feb-20,0,
Algeria,DZA,17-Feb-20,0,
Algeria,DZA,18-Feb-20,0,
Algeria,DZA,19-Feb-20,0,
Algeria,DZA,20-Feb-20,0,
Algeria,DZA,21-Feb-20,0,
Algeria,DZA,22-Feb-20,0,
Algeria,DZA,23-Feb-20,0,
Algeria,DZA,24-Feb-20,0,
Algeria,DZA,25-Feb-20,0,
Algeria,DZA,26-Feb-20,1,
Algeria,DZA,27-Feb-20,1,
Algeria,DZA,28-Feb-20,1,
Algeria,DZA,29-Feb-20,1,
Algeria,DZA,1-Mar-20,1,
Algeria,DZA,2-Mar-20,3,
Algeria,DZA,4-Mar-20,5,
Algeria,DZA,5-Mar-20,12,
Algeria,DZA,6-Mar-20,17,
Algeria,DZA,9-Mar-20,20,
Algeria,DZA,12-Mar-20,20,
Algeria,DZA,13-Mar-20,24,
Algeria,DZA,14-Mar-20,26,
Algeria,DZA,15-Mar-20,37,
Algeria,DZA,16-Mar-20,48,
Algeria,DZA,17-Mar-20,60,
Algeria,DZA,18-Mar-20,60,
Algeria,DZA,19-Mar-20,73,
Algeria,DZA,20-Mar-20,82,
Algeria,DZA,21-Mar-20,94,
Algeria,DZA,22-Mar-20,94,
Algeria,DZA,23-Mar-20,102,0
Algeria,DZA,24-Mar-20,189,1
Algeria,DZA,25-Mar-20,231,2
Algeria,DZA,26-Mar-20,264,3
Algeria,DZA,27-Mar-20,305,4
Algeria,DZA,28-Mar-20,305,5
Algeria,DZA,29-Mar-20,409,6
Algeria,DZA,30-Mar-20,454,7
Algeria,DZA,31-Mar-20,511,8
Algeria,DZA,1-Apr-20,584,9
Algeria,DZA,2-Apr-20,847,10
Algeria,DZA,3-Apr-20,847,11
Algeria,DZA,4-Apr-20,986,12
Algeria,DZA,5-Apr-20,1300,13
Algeria,DZA,6-Apr-20,1320,14
Algeria,DZA,7-Apr-20,1423,15
Algeria,DZA,8-Apr-20,1468,16
Algeria,DZA,9-Apr-20,1572,17
Algeria,DZA,10-Apr-20,1666,18
Algeria,DZA,11-Apr-20,1761,19
Algeria,DZA,12-Apr-20,1825,20
Algeria,DZA,13-Apr-20,1914,21
Algeria,DZA,14-Apr-20,1983,22
Algeria,DZA,15-Apr-20,2070,23
Andorra,AND,3-Mar-20,1,
Andorra,AND,14-Mar-20,2,
Andorra,AND,16-Mar-20,5,
Andorra,AND,17-Mar-20,14,
Andorra,AND,18-Mar-20,14,
Andorra,AND,19-Mar-20,53,
Andorra,AND,20-Mar-20,75,
Andorra,AND,21-Mar-20,75,
Andorra,AND,22-Mar-20,88,
Andorra,AND,23-Mar-20,113,0
Andorra,AND,24-Mar-20,133,1
Andorra,AND,25-Mar-20,164,2
Andorra,AND,26-Mar-20,188,3
Andorra,AND,27-Mar-20,224,4
Andorra,AND,28-Mar-20,267,5
Andorra,AND,29-Mar-20,308,6
Andorra,AND,30-Mar-20,334,7
Andorra,AND,31-Mar-20,370,8
Andorra,AND,1-Apr-20,376,9
Andorra,AND,2-Apr-20,390,10
Andorra,AND,3-Apr-20,428,11
Andorra,AND,4-Apr-20,439,12
Andorra,AND,5-Apr-20,466,13
Andorra,AND,6-Apr-20,501,14
Andorra,AND,7-Apr-20,526,15
Andorra,AND,8-Apr-20,545,16
Andorra,AND,9-Apr-20,564,17
Andorra,AND,10-Apr-20,583,18
Andorra,AND,11-Apr-20,601,19
Andorra,AND,12-Apr-20,622,20
Andorra,AND,13-Apr-20,638,21
Andorra,AND,14-Apr-20,646,22
Andorra,AND,15-Apr-20,659,23
Angola,AGO,22-Mar-20,2,
Angola,AGO,23-Mar-20,2,
Angola,AGO,24-Mar-20,2,
Angola,AGO,25-Mar-20,2,
Angola,AGO,26-Mar-20,2,
Angola,AGO,27-Mar-20,3,
Angola,AGO,28-Mar-20,4,
Angola,AGO,29-Mar-20,4,
Angola,AGO,30-Mar-20,7,
Angola,AGO,31-Mar-20,7,
Angola,AGO,1-Apr-20,7,
Angola,AGO,2-Apr-20,8,
Angola,AGO,3-Apr-20,8,
Angola,AGO,4-Apr-20,8,
Angola,AGO,5-Apr-20,10,
Angola,AGO,6-Apr-20,14,
Angola,AGO,7-Apr-20,16,
Angola,AGO,8-Apr-20,17,
Angola,AGO,9-Apr-20,19,
Angola,AGO,10-Apr-20,19,
Angola,AGO,11-Apr-20,19,
Angola,AGO,12-Apr-20,19,
Angola,AGO,13-Apr-20,19,
Angola,AGO,14-Apr-20,19,
Angola,AGO,15-Apr-20,19,
Anguilla,AIA,27-Mar-20,2,
Anguilla,AIA,28-Mar-20,2,
Anguilla,AIA,29-Mar-20,2,
Anguilla,AIA,30-Mar-20,2,
Anguilla,AIA,31-Mar-20,2,
Anguilla,AIA,1-Apr-20,2,
Anguilla,AIA,2-Apr-20,2,
Anguilla,AIA,3-Apr-20,3,
Anguilla,AIA,4-Apr-20,3,
Anguilla,AIA,5-Apr-20,3,
Anguilla,AIA,6-Apr-20,3,
Anguilla,AIA,7-Apr-20,3,
Anguilla,AIA,8-Apr-20,3,
Anguilla,AIA,9-Apr-20,3,
Anguilla,AIA,10-Apr-20,3,
Anguilla,AIA,11-Apr-20,3,
Anguilla,AIA,12-Apr-20,3,
Anguilla,AIA,13-Apr-20,3,
Anguilla,AIA,14-Apr-20,3,
Anguilla,AIA,15-Apr-20,3,
Antigua and Barbuda,ATG,15-Mar-20,1,
Antigua and Barbuda,ATG,21-Mar-20,1,
Antigua and Barbuda,ATG,22-Mar-20,1,
Antigua and Barbuda,ATG,23-Mar-20,1,
Antigua and Barbuda,ATG,24-Mar-20,1,
Antigua and Barbuda,ATG,25-Mar-20,3,
Antigua and Barbuda,ATG,26-Mar-20,3,
Antigua and Barbuda,ATG,27-Mar-20,7,
Antigua and Barbuda,ATG,28-Mar-20,7,
Antigua and Barbuda,ATG,29-Mar-20,7,
Antigua and Barbuda,ATG,30-Mar-20,7,
Antigua and Barbuda,ATG,31-Mar-20,7,
Antigua and Barbuda,ATG,1-Apr-20,7,
Antigua and Barbuda,ATG,2-Apr-20,7,
Antigua and Barbuda,ATG,3-Apr-20,9,
Antigua and Barbuda,ATG,4-Apr-20,15,
Antigua and Barbuda,ATG,5-Apr-20,15,
Antigua and Barbuda,ATG,6-Apr-20,15,
Antigua and Barbuda,ATG,7-Apr-20,15,
Antigua and Barbuda,ATG,8-Apr-20,15,
Antigua and Barbuda,ATG,9-Apr-20,15,
Antigua and Barbuda,ATG,10-Apr-20,19,
Antigua and Barbuda,ATG,11-Apr-20,21,
Antigua and Barbuda,ATG,12-Apr-20,21,
Antigua and Barbuda,ATG,13-Apr-20,21,
Antigua and Barbuda,ATG,14-Apr-20,23,
Antigua and Barbuda,ATG,15-Apr-20,23,
Argentina,ARG,4-Mar-20,1,
Argentina,ARG,6-Mar-20,2,
Argentina,ARG,7-Mar-20,8,
Argentina,ARG,8-Mar-20,9,
Argentina,ARG,9-Mar-20,12,
Argentina,ARG,11-Mar-20,19,
Argentina,ARG,13-Mar-20,31,
Argentina,ARG,14-Mar-20,34,
Argentina,ARG,15-Mar-20,45,
Argentina,ARG,16-Mar-20,56,
Argentina,ARG,17-Mar-20,65,
Argentina,ARG,18-Mar-20,79,
Argentina,ARG,19-Mar-20,97,
Argentina,ARG,20-Mar-20,128,0
Argentina,ARG,21-Mar-20,158,1
Argentina,ARG,22-Mar-20,225,2
Argentina,ARG,23-Mar-20,266,3
Argentina,ARG,24-Mar-20,301,4
Argentina,ARG,25-Mar-20,387,5
Argentina,ARG,26-Mar-20,502,6
Argentina,ARG,27-Mar-20,589,7
Argentina,ARG,28-Mar-20,690,8
Argentina,ARG,29-Mar-20,745,9
Argentina,ARG,30-Mar-20,820,10
Argentina,ARG,31-Mar-20,966,11
Argentina,ARG,1-Apr-20,966,12
Argentina,ARG,2-Apr-20,1133,13
Argentina,ARG,3-Apr-20,1133,14
Argentina,ARG,4-Apr-20,1265,15
Argentina,ARG,5-Apr-20,1451,16
Argentina,ARG,6-Apr-20,1554,17
Argentina,ARG,7-Apr-20,1628,18
Argentina,ARG,8-Apr-20,1715,19
Argentina,ARG,9-Apr-20,1795,20
Argentina,ARG,10-Apr-20,1894,21
Argentina,ARG,11-Apr-20,1975,22
Argentina,ARG,12-Apr-20,2137,23
Argentina,ARG,13-Apr-20,2203,24
Argentina,ARG,14-Apr-20,2272,25
Argentina,ARG,15-Apr-20,2432,26
Armenia,ARM,31-Dec-19,0,
Armenia,ARM,1-Jan-20,0,
Armenia,ARM,2-Jan-20,0,
Armenia,ARM,3-Jan-20,0,
Armenia,ARM,4-Jan-20,0,
Armenia,ARM,5-Jan-20,0,
Armenia,ARM,6-Jan-20,0,
Armenia,ARM,7-Jan-20,0,
Armenia,ARM,8-Jan-20,0,
Armenia,ARM,9-Jan-20,0,
Armenia,ARM,10-Jan-20,0,
Armenia,ARM,11-Jan-20,0,
Armenia,ARM,12-Jan-20,0,
Armenia,ARM,13-Jan-20,0,
Armenia,ARM,14-Jan-20,0,
Armenia,ARM,15-Jan-20,0,
Armenia,ARM,16-Jan-20,0,
Armenia,ARM,17-Jan-20,0,
Armenia,ARM,18-Jan-20,0,
Armenia,ARM,19-Jan-20,0,
Armenia,ARM,20-Jan-20,0,
Armenia,ARM,21-Jan-20,0,
Armenia,ARM,22-Jan-20,0,
Armenia,ARM,23-Jan-20,0,
Armenia,ARM,24-Jan-20,0,
Armenia,ARM,25-Jan-20,0,
Armenia,ARM,26-Jan-20,0,
Armenia,ARM,27-Jan-20,0,
Armenia,ARM,28-Jan-20,0,
Armenia,ARM,29-Jan-20,0,
Armenia,ARM,30-Jan-20,0,
Armenia,ARM,31-Jan-20,0,
Armenia,ARM,1-Feb-20,0,
Armenia,ARM,2-Feb-20,0,
Armenia,ARM,3-Feb-20,0,
Armenia,ARM,4-Feb-20,0,
Armenia,ARM,5-Feb-20,0,
Armenia,ARM,6-Feb-20,0,
Armenia,ARM,7-Feb-20,0,
Armenia,ARM,8-Feb-20,0,
Armenia,ARM,9-Feb-20,0,
Armenia,ARM,10-Feb-20,0,
Armenia,ARM,11-Feb-20,0,
Armenia,ARM,12-Feb-20,0,
Armenia,ARM,13-Feb-20,0,
Armenia,ARM,14-Feb-20,0,
Armenia,ARM,15-Feb-20,0,
Armenia,ARM,16-Feb-20,0,
Armenia,ARM,17-Feb-20,0,
Armenia,ARM,18-Feb-20,0,
Armenia,ARM,19-Feb-20,0,
Armenia,ARM,20-Feb-20,0,
Armenia,ARM,21-Feb-20,0,
Armenia,ARM,22-Feb-20,0,
Armenia,ARM,23-Feb-20,0,
Armenia,ARM,24-Feb-20,0,
Armenia,ARM,25-Feb-20,0,
Armenia,ARM,26-Feb-20,0,
Armenia,ARM,27-Feb-20,0,
Armenia,ARM,28-Feb-20,0,
Armenia,ARM,29-Feb-20,0,
Armenia,ARM,1-Mar-20,1,
Armenia,ARM,2-Mar-20,1,
Armenia,ARM,12-Mar-20,4,
Armenia,ARM,13-Mar-20,6,
Armenia,ARM,14-Mar-20,13,
Armenia,ARM,15-Mar-20,20,
Armenia,ARM,16-Mar-20,30,
Armenia,ARM,17-Mar-20,52,
Armenia,ARM,18-Mar-20,78,
Armenia,ARM,19-Mar-20,115,0
Armenia,ARM,20-Mar-20,122,1
Armenia,ARM,21-Mar-20,136,2
Armenia,ARM,22-Mar-20,160,3
Armenia,ARM,23-Mar-20,190,4
Armenia,ARM,24-Mar-20,194,5
Armenia,ARM,25-Mar-20,265,6
Armenia,ARM,26-Mar-20,290,7
Armenia,ARM,27-Mar-20,329,8
Armenia,ARM,28-Mar-20,372,9
Armenia,ARM,29-Mar-20,424,10
Armenia,ARM,30-Mar-20,424,11
Armenia,ARM,31-Mar-20,482,12
Armenia,ARM,1-Apr-20,532,13
Armenia,ARM,2-Apr-20,571,14
Armenia,ARM,3-Apr-20,663,15
Armenia,ARM,4-Apr-20,736,16
Armenia,ARM,5-Apr-20,770,17
Armenia,ARM,6-Apr-20,822,18
Armenia,ARM,7-Apr-20,833,19
Armenia,ARM,8-Apr-20,853,20
Armenia,ARM,9-Apr-20,881,21
Armenia,ARM,10-Apr-20,921,22
Armenia,ARM,11-Apr-20,937,23
Armenia,ARM,12-Apr-20,967,24
Armenia,ARM,13-Apr-20,1013,25
Armenia,ARM,14-Apr-20,1039,26
Armenia,ARM,15-Apr-20,1111,27
Aruba,ABW,13-Mar-20,2,
Aruba,ABW,20-Mar-20,4,
Aruba,ABW,24-Mar-20,12,
Aruba,ABW,25-Mar-20,17,
Aruba,ABW,26-Mar-20,19,
Aruba,ABW,27-Mar-20,28,
Aruba,ABW,28-Mar-20,28,
Aruba,ABW,29-Mar-20,28,
Aruba,ABW,30-Mar-20,50,
Aruba,ABW,1-Apr-20,55,
Aruba,ABW,2-Apr-20,55,
Aruba,ABW,3-Apr-20,60,
Aruba,ABW,4-Apr-20,62,
Aruba,ABW,5-Apr-20,64,
Aruba,ABW,6-Apr-20,64,
Aruba,ABW,7-Apr-20,71,
Aruba,ABW,8-Apr-20,74,
Aruba,ABW,9-Apr-20,77,
Aruba,ABW,10-Apr-20,82,
Aruba,ABW,11-Apr-20,86,
Aruba,ABW,12-Apr-20,92,
Aruba,ABW,13-Apr-20,92,
Aruba,ABW,14-Apr-20,92,
Aruba,ABW,15-Apr-20,92,
Asia,,31-Dec-19,27,
Asia,,1-Jan-20,27,
Asia,,2-Jan-20,27,
Asia,,3-Jan-20,44,
Asia,,4-Jan-20,44,
Asia,,5-Jan-20,59,
Asia,,6-Jan-20,59,
Asia,,7-Jan-20,59,
Asia,,8-Jan-20,59,
Asia,,9-Jan-20,59,
Asia,,10-Jan-20,59,
Asia,,11-Jan-20,59,
Asia,,12-Jan-20,59,
Asia,,13-Jan-20,60,
Asia,,14-Jan-20,60,
Asia,,15-Jan-20,61,
Asia,,16-Jan-20,61,
Asia,,17-Jan-20,66,
Asia,,18-Jan-20,83,
Asia,,19-Jan-20,219,0
Asia,,20-Jan-20,239,1
Asia,,21-Jan-20,391,2
Asia,,22-Jan-20,533,3
Asia,,23-Jan-20,630,4
Asia,,24-Jan-20,896,5
Asia,,25-Jan-20,1344,6
Asia,,26-Jan-20,2013,7
Asia,,27-Jan-20,2807,8
Asia,,28-Jan-20,4572,9
Asia,,29-Jan-20,6047,10
Asia,,30-Jan-20,7799,11
Asia,,31-Jan-20,9793,12
Asia,,1-Feb-20,11903,13
Asia,,2-Feb-20,14507,14
Asia,,3-Feb-20,17321,15
Asia,,4-Feb-20,20561,16
Asia,,5-Feb-20,24456,17
Asia,,6-Feb-20,28195,18
Asia,,7-Feb-20,31367,19
Asia,,8-Feb-20,34800,20
Asia,,9-Feb-20,37418,21
Asia,,10-Feb-20,40399,22
Asia,,11-Feb-20,42894,23
Asia,,12-Feb-20,44925,24
Asia,,13-Feb-20,60074,25
Asia,,14-Feb-20,64240,26
Asia,,15-Feb-20,66798,27
Asia,,16-Feb-20,68826,28
Asia,,17-Feb-20,70892,29
Asia,,18-Feb-20,72788,30
Asia,,19-Feb-20,74564,31
Asia,,20-Feb-20,75017,32
Asia,,21-Feb-20,75996,33
Asia,,22-Feb-20,77044,34
Asia,,23-Feb-20,77989,35
Asia,,24-Feb-20,78402,36
Asia,,25-Feb-20,79077,37
Asia,,26-Feb-20,79833,38
Asia,,27-Feb-20,80819,39
Asia,,28-Feb-20,81739,40
Asia,,29-Feb-20,83264,41
Asia,,1-Mar-20,84669,42
Asia,,2-Mar-20,85997,43
Asia,,3-Mar-20,87270,44
Asia,,4-Mar-20,88784,45
Asia,,5-Mar-20,90037,46
Asia,,6-Mar-20,91394,47
Asia,,7-Mar-20,93356,48
Asia,,8-Mar-20,94981,49
Asia,,9-Mar-20,96146,50
Asia,,10-Mar-20,97058,51
Asia,,11-Mar-20,98403,52
Asia,,12-Mar-20,100036,53
Asia,,13-Mar-20,101409,54
Asia,,14-Mar-20,103230,55
Asia,,15-Mar-20,105037,56
Asia,,16-Mar-20,106980,57
Asia,,17-Mar-20,108803,58
Asia,,18-Mar-20,110748,59
Asia,,19-Mar-20,112856,60
Asia,,20-Mar-20,115259,61
Asia,,21-Mar-20,117799,62
Asia,,22-Mar-20,120778,63
Asia,,23-Mar-20,123514,64
Asia,,24-Mar-20,126722,65
Asia,,25-Mar-20,130855,66
Asia,,26-Mar-20,135470,67
Asia,,27-Mar-20,140851,68
Asia,,28-Mar-20,147900,69
Asia,,29-Mar-20,155312,70
Asia,,30-Mar-20,162410,71
Asia,,31-Mar-20,170010,72
Asia,,1-Apr-20,177657,73
