,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionName,country_x,m49,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,country_y,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
39,Jordan,JOR,103.16852894796101,8491.05031104045,9159302.0,8266820,892482,90.256,9.744000400000001,74.182,22.1,World,142,Asia,145,Western Asia,,Jordan,400,Developing,Jordan,401,7.0,250.0,144,5.0,39.0,0.7,20500.0,2009.0,10282051,70.0,30.0,45.0,65.0,16.0,43.0,Jordan,1586736000,389.0,20.0,5.963579343618446,3.7832918743546396e-05,-10.182330968091328,3.6635616461296463,0.05496024595079974,5.036220471549014,0.923353600519552,2.4502189127651686e-09,0.005242992864447617,0.05496024595079974,-11.109689840160764,0.923353600519552,2.4502189127651686e-09,0.005242992864447617
40,Kuwait,KWT,220.863860830527,68476.3250405689,3935794.0,3935794,0,100.0,0.0,74.577,33.400002,World,142,Asia,145,Western Asia,,Kuwait,414,Developing,Kuwait,1405,3.0,206.0,1196,31.0,329.0,0.7,,,4270517,90.0,25.0,40.0,80.0,,,Kuwait,1585872000,342.0,20.0,5.834810737062605,8.008398046419204e-05,-9.432434718096312,5.796057750765372,0.05788713400152713,4.632642531623712,0.993916422189537,1.137562273264098e-19,0.0014715952928595574,0.05788713400152713,-10.634602923535207,0.9939164221895368,1.1375622732644864e-19,0.001471595292859585
41,Latvia,LVA,31.803264715342603,23018.8161056707,1992663.0,1344323,633204,67.98,32.02,74.4804878048781,42.5,World,150,Europe,154,Northern Europe,,Latvia,428,Developed,Latvia,666,5.0,44.0,617,3.0,353.0,3.0,29896.0,15850.0,1886686,44.0,70.0,9.0,63.0,69.0,13.0,Latvia,1586476800,589.0,20.0,6.3784261836515865,0.00031218761362516073,-8.071906225156988,5.8664680569332965,0.08372388768076407,4.939569950228966,0.9648096608673168,1.771956763111269e-12,0.005234833957499546,0.08372388768076404,-9.51076245857961,0.9648096608673166,1.7719567631113703e-12,0.005234833957499562
42,Lithuania,LTU,46.3702391214124,27045.713019289,2931926.0,1952971,951939,67.23,32.77,74.3219512195122,42.700001,World,150,Europe,154,Northern Europe,,Lithuania,440,Developed,Lithuania,1091,30.0,138.0,923,14.0,401.0,11.0,44677.0,16412.0,2720698,42.0,60.0,19.0,65.0,82.0,16.0,Lithuania,1586563200,999.0,20.0,6.906754778648554,0.000367185185566351,-7.909644244350009,5.993961427306569,0.10427408138205409,5.095092286216378,0.9620078210928227,3.6288844721023014e-12,0.006789197415186454,0.10427408138205406,-9.721306736782184,0.9620078210928225,3.628884472102496e-12,0.006789197415186474
43,Luxembourg,LUX,219.924324324324,94088.5922250508,566741.0,513663,55941,90.179,9.8210001,82.2926829268293,39.299999,World,150,Europe,155,Western Europe,,Luxembourg,442,Developed,Luxembourg,3373,69.0,526.0,2778,33.0,5388.0,110.0,30723.0,49080.0,626021,40.0,60.0,50.0,70.0,64.0,56.0,Luxembourg,1586217600,2843.0,20.0,7.952615111651,0.004541381199672215,-5.394524084194449,8.591929537530255,0.13169072968948697,5.7662141071953545,0.9278670387842278,1.4014708756756905e-09,0.012142219402524154,0.13169072968948697,-7.580925088650094,0.9278670387842278,1.4014708756756905e-09,0.01214221940252415
44,Macedonia,MKD,82.4467882632831,12759.8166020197,2079308.0,1193689,885619,57.408,42.591999,75.54899999999999,37.400002,World,150,Europe,39,Southern Europe,,Macedonia,807,Developed,Macedonia,974,45.0,98.0,831,15.0,468.0,22.0,9262.0,4446.0,2081197,,,,,62.0,35.0,Macedonia,1586649600,760.0,20.0,6.633318433280377,0.00036517446450287986,-7.915135333640798,6.148468295917647,0.09282562816528601,4.882682246106545,0.9933242833298376,2.742853045282084e-19,0.0024730788913288233,0.09282562816528594,-9.66577152081463,0.9933242833298369,2.7428530452846975e-19,0.002473078891328947
45,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,World,142,Asia,35,South-eastern Asia,,Malaysia,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,Malaysia,1585526400,2470.0,20.0,7.8119734296220225,7.645702007309415e-05,-9.478781804126777,5.056245805348308,0.16580859887033633,4.868557968964397,0.9755164916873486,5.886231432066882e-14,0.008575763339240103,0.1658085988703364,-12.422197264784405,0.9755164916873488,5.886231432066379e-14,0.008575763339240065
46,Malta,MLT,1390.790625,34087.0815138045,427616.0,420192,24861,94.414,5.586,81.7975609756098,40.900002,World,150,Europe,39,Southern Europe,,Malta,470,Developed,Malta,399,3.0,44.0,352,4.0,904.0,7.0,20139.0,45611.0,441372,56.0,59.0,47.0,96.0,47.0,66.0,Malta,1586736000,378.0,20.0,5.934894195619588,0.0008564204344634458,-7.062749140646624,6.806829360392176,0.06339903688333677,4.669232087307966,0.992616601419119,7.123971828178119e-19,0.0017773147883797748,0.06339903688333678,-8.328411248958245,0.9926166014191188,7.123971828180145e-19,0.0017773147883798023
47,Mexico,MEX,64.7603842691427,16938.6054057995,125890949.0,99812639,26078310,79.285,20.715,76.933,27.5,World,19,Americas,419,Latin America and the Caribbean,Central America,Mexico,484,Developing,Mexico,5847,449.0,2125.0,3273,207.0,45.0,3.0,40091.0,311.0,129933333,81.0,30.0,69.0,82.0,24.0,97.0,Mexico,1586304000,2785.0,20.0,7.932003152361385,2.1434068808194123e-05,-10.750528901442822,3.8066624897703196,0.14975808154884448,5.081138419764614,0.9914946491756926,2.7194651895612423e-18,0.004509815558813762,0.14975808154884446,-13.60139363403959,0.9914946491756926,2.7194651895612423e-18,0.00450981555881376
48,Moldova,MDA,123.806319016268,4746.7849111142295,4065980.0,1510140,2043968,42.49,57.509997999999996,71.468,35.599998,World,150,Europe,151,Eastern Europe,,Moldova,498,Developed,Moldova,2049,46.0,171.0,1832,80.0,508.0,11.0,6271.0,1555.0,4033465,,,,,71.0,19.0,Moldova,1586736000,1662.0,20.0,7.415776975415394,0.00041205266439649284,-7.794359390578741,6.230481447578482,0.14348686658209472,4.741923889906077,0.9955564375223771,5.789701327076814e-21,0.0031136308320285455,0.14348686658209472,-10.468212476088059,0.9955564375223771,5.789701327076814e-21,0.0031136308320285455
49,Morocco,MAR,77.98190006721941,7296.9344014319095,34803322.0,21163552,13639770,60.809,39.191002000000005,75.57300000000001,27.9,World,2,Africa,15,Northern Africa,,Morocco,504,Developing,Morocco,2024,127.0,229.0,1668,1.0,55.0,3.0,10392.0,282.0,36800000,70.0,46.0,53.0,68.0,14.0,25.0,Morocco,1586649600,1545.0,20.0,7.3427791893318455,4.1983695652173914e-05,-10.078229213807314,4.007333185232471,0.1268489972126359,5.060429796253868,0.9772177754239814,2.9893069449337667e-14,0.006320394654663861,0.12684899721263596,-12.36057860688529,0.9772177754239817,2.9893069449333615e-14,0.006320394654663815
50,Netherlands,NLD,502.81754229741796,46494.3642578078,16938499.0,15275237,1664686,90.17299999999999,9.826999699999998,81.509756097561,42.099998,World,150,Europe,155,Western Europe,,Netherlands,528,Developed,Netherlands,28153,3134.0,250.0,24769,1279.0,1643.0,183.0,140845.0,8220.0,17135119,38.0,80.0,14.0,53.0,67.0,68.0,Netherlands,1585267200,7431.0,20.0,8.91341571815747,0.0004336707553650488,-7.743224939958984,7.404279118037268,0.1967289412573267,5.178335489910996,0.9951572308411637,1.3089761240532571e-20,0.004457950054738932,0.19672894125732676,-11.478305168205459,0.9951572308411637,1.3089761240532571e-20,0.004457950054738933
51,New Zealand,NZL,17.4535718354791,35309.8237244851,4614532.0,3967973,627727,86.34100000000001,13.659,81.45682926829271,37.299999,World,9,Oceania,53,Australia and New Zealand,,New Zealand,554,Developed,New Zealand,1401,9.0,770.0,622,3.0,291.0,2.0,70160.0,14549.0,4814433,22.0,79.0,58.0,49.0,33.0,75.0,New Zealand,1586649600,1049.0,20.0,6.955592608396297,0.0002178865091694079,-8.43153623087482,5.673323267171493,0.10258404995020623,5.290617827431441,0.9129092537744583,7.910525009629449e-09,0.01052225011507507,0.10258404995020624,-10.096511011839674,0.9129092537744585,7.91052500962925e-09,0.01052225011507506
52,Norway,NOR,14.210294459883098,64008.2868303461,5199836.0,4208817,981422,81.09100000000001,18.909000000000002,82.3048780487805,39.200001,World,150,Europe,154,Northern Europe,,Norway,578,Developed,Norway,6798,150.0,32.0,6616,64.0,1254.0,28.0,130216.0,24020.0,5421053,31.0,69.0,8.0,50.0,35.0,55.0,Norway,1585267200,3156.0,20.0,8.057060681965766,0.0005821747177162813,-7.4487399530228675,7.134093721192866,0.1644272562702954,5.106742652199733,0.9672491399448889,9.040219121417704e-13,0.009899190774849406,0.16442725627029547,-10.399057982788902,0.9672491399448897,9.040219121415706e-13,0.009899190774849291
53,Pakistan,PAK,245.667954804898,4695.69987892337,189380513.0,68226224,121154289,36.025999999999996,63.973999,66.322,22.5,World,142,Asia,34,Southern Asia,,Pakistan,586,Developing,Pakistan,6383,111.0,1446.0,4826,46.0,29.0,0.5,73439.0,332.0,220103448,55.0,14.0,50.0,70.0,50.0,0.0,Pakistan,1586131200,3277.0,20.0,8.094683648698815,1.4888453723814449e-05,-11.114924563281713,3.367295829986474,0.12893626108175746,5.625374760487268,0.9652560504837431,1.572313584178206e-12,0.008007646685959897,0.1289362610817575,-13.584233451493263,0.9652560504837431,1.572313584178206e-12,0.008007646685959898
54,Panama,PAN,53.3931799838579,20786.6596878595,3969249.0,2647330,1321919,66.696,33.304001,77.806,28.4,World,19,Americas,419,Latin America and the Caribbean,Central America,Panama,381,Developing,Panama,3751,103.0,75.0,3573,106.0,869.0,24.0,16854.0,3906.0,4316456,95.0,11.0,44.0,86.0,,,Panama,1586304000,2249.0,20.0,7.718240951959316,0.0005210292888425134,-7.559704301202683,6.767343125265392,0.14559464926960095,5.104355504426101,0.9770369744252819,3.220171216210023e-14,0.007284161487425025,0.14559464926960097,-10.1735897487359,0.9770369744252819,3.220171216210023e-14,0.007284161487425026
55,Peru,PER,24.51302421875,11770.034448234499,31376671.0,24272051,7104620,77.357,22.643,74.747,27.5,World,19,Americas,419,Latin America and the Caribbean,South America,Peru,604,Developing,Peru,11475,254.0,3108.0,8113,146.0,348.0,8.0,109385.0,3318.0,32974138,64.0,16.0,42.0,87.0,25.0,46.0,Peru,1586217600,2561.0,20.0,7.848153086199526,7.766692794213453e-05,-9.463081029010525,5.8522024797744745,0.13923618532729926,5.0609256195359915,0.991461386956202,2.8218323819590305e-18,0.004201255772287423,0.13923618532729917,-12.250308495674055,0.9914613869562017,2.8218323819600944e-18,0.004201255772287505
56,Philippines,PHL,341.13545628332804,6874.58256551739,101716359.0,47078400,54637959,46.284,53.716,68.95100000000001,24.1,World,142,Asia,35,South-eastern Asia,,Philippines,608,Developing,Philippines,5453,349.0,353.0,4751,1.0,50.0,3.0,45486.0,415.0,109060000,94.0,32.0,64.0,44.0,27.0,42.0,Philippines,1585958400,3018.0,20.0,8.012349639327795,2.767284063818082e-05,-10.495059108134395,3.912023005428146,0.17104014359503106,4.632998843197646,0.9946654181550361,3.27469977384514e-20,0.004069391311551723,0.1710401435950311,-13.874409904264546,0.9946654181550363,3.274699773843836e-20,0.004069391311551638
57,Poland,POL,124.061569613639,25299.9743484897,38265226.0,22897449,15088963,60.278,39.722,77.4512195121951,39.700001,World,150,Europe,151,Eastern Europe,,Poland,616,Developed,Poland,7582,286.0,668.0,6628,160.0,200.0,8.0,156493.0,4135.0,37910000,68.0,60.0,64.0,93.0,38.0,29.0,Poland,1585958400,3383.0,20.0,8.12651816878071,8.923766816143498e-05,-9.324207318711808,5.298317366548036,0.16951558257764857,4.944308270560397,0.9898820633939733,1.406297807471764e-17,0.005574539752520017,0.16951558257764862,-12.506417216932123,0.9898820633939736,1.4062978074714737e-17,0.005574539752519957
58,Portugal,PRT,113.072025849835,26607.8331233896,10418473.0,6578828,3779248,63.513999999999996,36.486,81.1243902439025,43.900002,World,150,Europe,39,Southern Europe,,Portugal,620,Developed,Portugal,18091,599.0,383.0,17109,208.0,1774.0,59.0,208314.0,20430.0,10197858,63.0,27.0,31.0,104.0,28.0,33.0,Portugal,1585872000,9034.0,20.0,9.108750516214549,0.0008858723076944198,-7.028937739986863,7.480992162869525,0.21494545483200553,5.223501141863361,0.9855384961330259,4.115667179772073e-16,0.008478592401484419,0.21494545483200553,-10.914187114338052,0.9855384961330259,4.115667179772073e-16,0.008478592401484419
59,Qatar,QAT,213.741515934539,119749.42853615199,2481539.0,2455359,26180,98.945,1.0549998999999999,78.036,31.299999,World,142,Asia,145,Western Asia,,Qatar,634,Developing,Qatar,3711,7.0,406.0,3298,37.0,1288.0,2.0,54484.0,18911.0,2881211,93.0,25.0,55.0,80.0,,,Qatar,1585699200,781.0,20.0,6.660575149839686,0.0002710665758252346,-8.213146100004042,7.160845906664299,0.04253267367983466,5.727707861618871,0.959728496070943,6.255870021551248e-12,0.0028562378614668104,0.042532673679834695,-9.146013388224857,0.959728496070943,6.255870021551248e-12,0.002856237861466813
60,Romania,ROU,86.1243089360223,20556.003642336298,19876621.0,10677968,9137513,53.887,46.112999,75.0121951219512,41.299999,World,150,Europe,151,Eastern Europe,,Romania,642,Developed,Romania,7216,372.0,1217.0,5627,245.0,375.0,19.0,74827.0,3890.0,19242667,90.0,30.0,42.0,90.0,52.0,20.0,Romania,1585958400,3183.0,20.0,8.065579427282092,0.00016541366121442522,-8.707061183776846,5.926926025970411,0.1698823394566696,4.819476234692891,0.9960840815654826,1.7458669856422297e-21,0.0034592477498039845,0.16988233945666967,-11.95316437636605,0.9960840815654828,1.7458669856412863e-21,0.003459247749803887
61,Russia,RUS,8.79880404497318,24516.5499502712,143888004.0,106703732,37393138,74.05,25.950001,71.1682926829268,38.700001,World,150,Europe,151,Eastern Europe,,Russia,643,Developed,Russia,24490,198.0,1986.0,22306,8.0,168.0,1.0,1517992.0,10402.0,145773810,93.0,39.0,36.0,95.0,81.0,20.0,Russia,1586217600,6343.0,20.0,8.755107121633896,4.351261725271501e-05,-10.042459610139971,5.123963979403259,0.20026349620954537,4.892806766880846,0.9978433901725254,6.0794369117078586e-24,0.003022241181345331,0.20026349620954534,-13.904759964893024,0.9978433901725253,6.079436911710795e-24,0.003022241181345409
62,Saudi Arabia,SAU,14.679858026041,50723.7126450691,31557144.0,26249232,5307912,83.18,16.82,74.4,29.799999,World,142,Asia,145,Western Asia,,Saudi Arabia,682,Developing,Saudi Arabia,5862,79.0,931.0,4852,71.0,168.0,2.0,150000.0,4309.0,34892857,95.0,25.0,60.0,80.0,36.0,52.0,Saudi Arabia,1586044800,2179.0,20.0,7.68662133494462,6.244831141227559e-05,-9.681171360793067,5.123963979403259,0.15427502298875664,4.921591868340247,0.9743244870139334,9.203596223479674e-14,0.008178695371494812,0.15427502298875664,-12.446200827397439,0.974324487013933,9.203596223480788e-14,0.008178695371494868
63,Serbia,SRB,81.12717813857759,13277.8001173574,8851280.0,3951845,3143538,55.696000000000005,44.304001,75.2878048780488,40.0,World,150,Europe,39,Southern Europe,,Serbia,688,Developed,Serbia,4873,99.0,400.0,4374,128.0,558.0,11.0,26278.0,3008.0,8732975,86.0,25.0,43.0,92.0,52.0,28.0,Serbia,1586390400,2666.0,20.0,7.888334500738654,0.0003052797013617925,-8.094282147948435,6.324358962381311,0.1624944243409123,4.7970845976401355,0.9959177142077894,2.590571924442471e-21,0.0033787901939429403,0.16249442434091227,-11.185532051046955,0.9959177142077893,2.5905719244431517e-21,0.0033787901939429862
64,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,World,142,Asia,35,South-eastern Asia,,Singapore,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,Singapore,1584748800,385.0,20.0,5.953243334287785,6.577994166258888e-05,-9.629195604060113,6.448889394146858,0.0651831621587261,4.503480310873484,0.9864748407871464,2.186945674430227e-16,0.0024847651014827526,0.06518316215872606,-11.078958627474412,0.9864748407871459,2.186945674431083e-16,0.002484765101482804
65,Slovakia,SVK,112.803148787488,28308.8797698535,5439318.0,2922832,2500969,53.888999999999996,46.111000000000004,76.5634146341463,39.200001,World,150,Europe,151,Eastern Europe,,Slovakia,703,Developed,Slovakia,863,6.0,151.0,706,5.0,158.0,1.0,31491.0,5768.0,5462025,104.0,52.0,110.0,51.0,77.0,28.0,Slovakia,1586304000,581.0,20.0,6.364750756851911,0.00010637080569935143,-9.148579401231395,5.062595033026967,0.0799691011145033,4.829605238553004,0.988555985156714,4.507897683843047e-17,0.002799640461701818,0.07996910111450331,-10.6837249195303,0.9885559851567144,4.50789768384138e-17,0.0027996404617017627
66,Slovenia,SVN,102.45933465739799,29037.7416756681,2074788.0,1109788,953743,53.781000000000006,46.219002,80.7756097560976,43.0,World,150,Europe,39,Southern Europe,,Slovenia,705,Developed,Slovenia,1248,61.0,165.0,1022,34.0,600.0,29.0,37114.0,17852.0,2080000,71.0,27.0,19.0,88.0,49.0,48.0,Slovenia,1585872000,897.0,20.0,6.799055862058796,0.00043125,-7.748822589618705,6.396929655216146,0.08562220285506648,5.203703199988309,0.9887830925949775,3.729537623490634e-17,0.0029671454895416676,0.08562220285506648,-9.344175251689188,0.9887830925949772,3.729537623491696e-17,0.0029671454895417136
67,South Africa,ZAF,45.5788317437288,12377.6592598329,55291225.0,35844195,19447030,64.828,35.172001,61.981,26.1,World,2,Africa,202,Sub-Saharan Africa,Southern Africa,South Africa,710,Developing,South Africa,2506,34.0,410.0,2062,7.0,42.0,0.6,90515.0,1526.0,59666667,49.0,65.0,63.0,49.0,34.0,63.0,South Africa,1586304000,1749.0,20.0,7.466799475018602,2.931284899825224e-05,-10.43748460570491,3.7376696182833684,0.13231078107791766,5.300946792853871,0.9229942089501961,2.5579096070479434e-09,0.012655232782232182,0.13231078107791772,-12.60333728786964,0.9229942089501962,2.5579096070479157e-09,0.01265523278223218
68,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,World,142,Asia,30,Eastern Asia,,South Korea,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,South Korea,1583971200,7869.0,20.0,8.970686268534983,0.00015347997858652956,-8.781940432105147,5.332718793265369,0.17516386044911908,6.113013665741834,0.9351442993370003,5.252104687754199e-10,0.015223686504136814,0.17516386044911908,-11.639613034898298,0.9351442993370002,5.252104687754256e-10,0.01522368650413683
69,Spain,ESP,92.84621197279671,32291.1551993266,46397664.0,36971015,9473817,79.602,20.398001,82.8317073170732,43.200001,World,150,Europe,39,Southern Europe,,Spain,724,Developed,Spain,180659,18812.0,70853.0,90994,7371.0,3864.0,402.0,650755.0,13918.0,46754400,57.0,51.0,42.0,86.0,48.0,44.0,Spain,1584921600,28572.0,20.0,10.260182496274863,0.0006111082593296032,-7.400236430642378,8.259458195332408,0.29220579169833133,4.845928371395823,0.9925407153736427,7.848439028009276e-19,0.008234095122429005,0.2922057916983312,-12.814490555521417,0.9925407153736426,7.848439028010391e-19,0.008234095122429065
70,Sri Lanka,LKA,334.332642321799,11079.710677356,20714040.0,3827553,17138447,18.256,81.744003,75.08800000000001,32.299999,World,142,Asia,34,Southern Asia,,Sri Lanka,144,Developing,Sri Lanka,238,7.0,63.0,168,1.0,11.0,0.3,4768.0,223.0,21636364,80.0,35.0,10.0,45.0,45.0,,Sri Lanka,1586822400,218.0,20.0,5.384495062789089,1.007563008276252e-05,-11.505390912855011,2.3978952727983707,0.041545796563519755,4.587304454099495,0.9899962856358628,1.2630701810807365e-17,0.0013583869443033524,0.04154579656351977,-12.302581521544605,0.9899962856358627,1.263070181080871e-17,0.0013583869443033608
71,Sweden,SWE,24.058299575262104,45679.2779973863,9763565.0,8481489,1317697,86.553,13.447000000000001,82.2048780487805,40.900002,World,150,Europe,154,Northern Europe,,Sweden,752,Developed,Sweden,11927,1203.0,381.0,10343,954.0,1181.0,119.0,74600.0,7387.0,10099069,31.0,71.0,5.0,29.0,53.0,78.0,Sweden,1585267200,2806.0,20.0,7.939515260662406,0.00027784739365579146,-8.188438538682586,7.074116816197362,0.14626897785449972,5.281659080286117,0.9665347945999866,1.1066024880793477e-12,0.008906467715630589,0.14626897785449972,-10.846294719058877,0.9665347945999866,1.1066024880793477e-12,0.008906467715630589
72,Switzerland,CHE,209.596011742079,57264.15739706349,8319769.0,6105617,2176779,73.718,26.281999999999996,82.89756097560979,42.200001,World,150,Europe,155,Western Europe,,Switzerland,756,Developed,Switzerland,26336,1239.0,15400.0,9697,386.0,3043.0,143.0,199000.0,22993.0,8654617,34.0,68.0,70.0,58.0,74.0,66.0,Switzerland,1585267200,10714.0,20.0,9.279306576440906,0.001237951950964439,-6.69429691729487,8.02059914989697,0.2066185255840677,5.477651517898957,0.9926333788573359,6.972114354067651e-19,0.005785640582413112,0.20661852558406765,-10.495951975836817,0.9926333788573357,6.972114354069684e-19,0.005785640582413199
73,Thailand,THA,134.388224471021,15252.228253058101,68657600.0,32745556,35912044,47.693999999999996,52.306000000000004,75.10300000000001,37.799999,World,142,Asia,35,South-eastern Asia,,Thailand,764,Developing,Thailand,2643,43.0,1497.0,1103,61.0,38.0,0.6,100498.0,1440.0,69552632,64.0,20.0,34.0,64.0,32.0,45.0,Thailand,1586044800,2169.0,20.0,7.682021510826875,3.118501683732112e-05,-10.37557280806903,3.6375861597263857,0.14527784590676376,5.144729537256461,0.9502970094997826,4.450289361310956e-11,0.010919553138408202,0.14527784590676376,-12.912864781639442,0.9502970094997826,4.450289361310956e-11,0.0109195531384082
74,Turkey,TUR,101.700131231891,23388.4813019367,78271472.0,57616413,20655059,73.611,26.389,75.498,29.9,World,142,Asia,145,Western Asia,,Turkey,792,Developing,Turkey,69392,1518.0,5674.0,62200,1820.0,823.0,18.0,477716.0,5664.0,84315917,66.0,37.0,45.0,85.0,46.0,49.0,Turkey,1586304000,34109.0,20.0,10.437316558067081,0.0004045380897654235,-7.812764660842307,6.71295620067707,0.24623444805260333,6.03394658003001,0.9789515218756726,1.418816373805048e-14,0.011777110555964738,0.24623444805260333,-12.216134638879378,0.9789515218756726,1.418816373805048e-14,0.011777110555964738
75,Ukraine,UKR,77.9477304820072,7464.939833592941,44657704.0,31183824,13970205,69.061,30.938999,71.189512195122,40.299999,World,150,Europe,151,Eastern Europe,,Ukraine,784,Developed,Ukraine,3764,108.0,143.0,3513,45.0,86.0,2.0,39084.0,894.0,43767442,92.0,25.0,27.0,95.0,86.0,14.0,Ukraine,1586908800,3372.0,20.0,8.123261319121745,7.70435704238781e-05,-9.471139446482388,4.454347296253507,0.15607797092547562,5.242388553049215,0.9772206856751927,2.985714973188043e-14,0.0077762471437298405,0.15607797092547562,-12.35201221255492,0.9772206856751927,2.985714973188043e-14,0.007776247143729841
76,United Arab Emirates,ARE,109.50122009569401,66569.4034144417,9154302.0,7842857,1311445,85.67399999999999,14.325999999999999,77.101,33.400002,World,142,Asia,145,Western Asia,,UAE,800,Developing,UAE,5365,33.0,1034.0,4298,1.0,542.0,3.0,767000.0,77550.0,9898524,90.0,25.0,50.0,80.0,,,United Arab Emirates,1586217600,2076.0,20.0,7.638198244285779,0.0002097282382706755,-8.469697968794794,6.295266001439646,0.148384426867558,4.508635648749804,0.9906484547029031,6.673919739439525e-18,0.004688467751345243,0.14838442686755798,-11.599260564330766,0.990648454702903,6.6739197394402844e-18,0.004688467751345271
77,United Kingdom,GBR,269.205394122267,38839.1669568199,65397080.0,53813373,11315488,82.626,17.374001,80.95609756097559,40.200001,World,150,Europe,154,Northern Europe,,UK,804,Developed,UK,98476,12868.0,,85264,1559.0,1451.0,190.0,398916.0,5876.0,67867677,35.0,89.0,66.0,35.0,51.0,69.0,United Kingdom,1585180800,9529.0,20.0,9.162095059348188,0.00014040557186007708,-8.870975381546932,7.280008252884188,0.22258015902279876,4.874808109732879,0.997765416170975,8.516697115178912e-24,0.003419414684012652,0.22258015902279876,-13.158262331162241,0.9977654161709748,8.516697115186962e-24,0.0034194146840128225
78,United States,USA,35.0962171847362,53005.6361464627,319929162.0,262196447,58843392,81.671,18.329,78.69024390243901,37.599998,World,19,Americas,21,Northern America,,USA,840,Developed,USA,644089,28529.0,48708.0,566852,13487.0,1946.0,86.0,3258879.0,9845.0,330980987,40.0,91.0,62.0,46.0,26.0,68.0,United States,1584921600,35206.0,20.0,10.468971801605917,0.00010636864769516201,-9.148599688998004,7.57353126274595,0.2900970896089602,4.5626030382417895,0.9988919897237678,1.091318872601806e-26,0.003135556268888462,0.2900970896089601,-15.054968452362129,0.9988919897237677,1.0913188726028455e-26,0.003135556268888619
79,Uruguay,URY,19.606627813964103,19831.4458985188,3431552.0,3261519,170033,95.045,4.954999900000001,77.34100000000001,34.900002,World,19,Americas,419,Latin America and the Caribbean,South America,Uruguay,858,Developing,Uruguay,493,9.0,272.0,212,13.0,142.0,3.0,10448.0,3008.0,3471831,61.0,36.0,38.0,100.0,26.0,53.0,Uruguay,1586476800,473.0,20.0,6.159095388491933,0.00013623935036008377,-8.901097289970565,4.955827057601261,0.0665195502797617,4.973421920401482,0.960464845632106,5.265037708296441e-12,0.004423461780266344,0.06651955027976171,-10.086770758061018,0.9604648456321061,5.265037708296271e-12,0.004423461780266338
80,Venezuela,VEN,35.3212788390681,,31155134.0,27464497,3690637,88.154,11.845999999999998,74.367,27.4,World,19,Americas,419,Latin America and the Caribbean,South America,Venezuela,862,Developing,Venezuela,197,9.0,111.0,77,6.0,7.0,0.3,225009.0,7913.0,28142857,81.0,12.0,73.0,76.0,16.0,100.0,Venezuela,1586908800,193.0,20.0,5.262690188904886,6.8578680551160815e-06,-11.890113943665922,1.9459101490553132,0.028814552479349262,4.703604013783223,0.9843910946532306,8.462960541126613e-16,0.001181863337040877,0.028814552479349238,-12.449200118787584,0.9843910946532307,8.46296054112607e-16,0.0011818633370408718
81,Vietnam,VNM,301.775621633825,5554.85805564661,93571567.0,31635611,61935956,33.809,66.191002,76.05199999999999,30.4,World,142,Asia,35,South-eastern Asia,,Vietnam,704,Developing,Vietnam,268,,171.0,97,8.0,3.0,,135938.0,1397.0,89333333,70.0,20.0,40.0,30.0,57.0,35.0,Vietnam,1586649600,258.0,20.0,5.552959584921617,2.8880597122688795e-06,-12.75492566115406,1.0986122886681098,0.037297847468129246,4.956337281319424,0.8747098986194937,2.147424928393499e-07,0.00474098240363674,0.03729784746812924,-13.351547964756257,0.8747098986194939,2.1474249283934675e-07,0.004740982403636734
